Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.5124775767326355, 0.8324962258338928, 3.7480830883396266e-07]","[0.5634580254554749, 0.7979627251625061, -0.044166870415210724]","[0.5855107307434082, 0.7425791025161743, -0.07536151260137558]","[0.5250540971755981, 0.7101555466651917, -0.1031852662563324]","[0.4633810818195343, 0.6976533532142639, -0.12805084884166718]","[0.5520844459533691, 0.598824679851532, -0.055068787187337875]","[0.5507010221481323, 0.5117925405502319, -0.09347659349441528]","[0.5498824119567871, 0.45007801055908203, -0.11984959989786148]","[0.5443416237831116, 0.39209944009780884, -0.1421155035495758]","[0.48821768164634705, 0.6091078519821167, -0.05875612422823906]","[0.48302581906318665, 0.5969014167785645, -0.10281069576740265]","[0.506809651851654, 0.6786782145500183, -0.11165066063404083]","[0.5211593508720398, 0.6993085741996765, -0.11232834309339523]","[0.43810272216796875, 0.6406365633010864, -0.06738875061273575]","[0.4278043806552887, 0.6386292576789856, -0.11226420104503632]","[0.4648025929927826, 0.7077312469482422, -0.10110680758953094]","[0.4877966344356537, 0.718906819820404, -0.08728395402431488]","[0.3988475203514099, 0.6871421337127686, -0.08037430793046951]","[0.39599180221557617, 0.6872592568397522, -0.10948749631643295]","[0.4307434856891632, 0.7332355976104736, -0.09749878197908401]","[0.4522744417190552, 0.7429454326629639, -0.08463101089000702]"
R,"[0.5592997670173645, 0.8579086065292358, -2.555671585469099e-07]","[0.4522695243358612, 0.8078325986862183, -0.03098902851343155]","[0.38435685634613037, 0.7668198943138123, -0.08961351960897446]","[0.35776060819625854, 0.7200478315353394, -0.15560349822044373]","[0.39958953857421875, 0.7033888697624207, -0.2202887386083603]","[0.42596113681793213, 0.5960355401039124, -0.06334521621465683]","[0.374140202999115, 0.49691805243492126, -0.1324070543050766]","[0.33509862422943115, 0.4332738220691681, -0.172174870967865]","[0.31407445669174194, 0.3750537633895874, -0.20198164880275726]","[0.49421557784080505, 0.5949021577835083, -0.08481805771589279]","[0.39312657713890076, 0.5946475863456726, -0.13863644003868103]","[0.39457839727401733, 0.6928738951683044, -0.12452273070812225]","[0.43636688590049744, 0.7064833641052246, -0.10995720326900482]","[0.5416778922080994, 0.6269065737724304, -0.11522813886404037]","[0.4399101734161377, 0.6451598405838013, -0.15158165991306305]","[0.4312409460544586, 0.7185181975364685, -0.10445249080657959]","[0.4643716514110565, 0.7299710512161255, -0.0738556832075119]","[0.5658257603645325, 0.6735913753509521, -0.15362808108329773]","[0.48043280839920044, 0.7047869563102722, -0.18041367828845978]","[0.4635120630264282, 0.7511037588119507, -0.16075479984283447]","[0.4866359531879425, 0.7625401020050049, -0.144462451338768]"
L,"[0.4314446747303009, 0.8226481080055237, 6.265447041187144e-07]","[0.5401891469955444, 0.8026310205459595, -0.04097576066851616]","[0.5984208583831787, 0.7504673004150391, -0.09326203167438507]","[0.6224744319915771, 0.7087146043777466, -0.1470903754234314]","[0.5636472105979919, 0.6993292570114136, -0.19938728213310242]","[0.5649818181991577, 0.5902658700942993, -0.10541526228189468]","[0.6059895157814026, 0.4931127429008484, -0.1741100549697876]","[0.6436079144477844, 0.4220871329307556, -0.2189043164253235]","[0.6588820219039917, 0.3625386953353882, -0.2492455244064331]","[0.496029794216156, 0.596023678779602, -0.12814149260520935]","[0.5743780732154846, 0.5962019562721252, -0.2033447027206421]","[0.5783316493034363, 0.6777990460395813, -0.21286004781723022]","[0.5545380115509033, 0.7074292898178101, -0.20753249526023865]","[0.44287776947021484, 0.6294585466384888, -0.15487387776374817]","[0.5257867574691772, 0.6271413564682007, -0.22323834896087646]","[0.5419797301292419, 0.7048093676567078, -0.2049800157546997]","[0.5221191644668579, 0.7262101173400879, -0.1799931824207306]","[0.4076559543609619, 0.6763535141944885, -0.1865072250366211]","[0.4866459369659424, 0.6863935589790344, -0.22552308440208435]","[0.5146738290786743, 0.7348159551620483, -0.2064676582813263]","[0.49907079339027405, 0.752267599105835, -0.1863793581724167]"
L,"[0.556820273399353, 0.8185062408447266, 4.5172328100306913e-07]","[0.576218843460083, 0.7913790345191956, -0.1419539898633957]","[0.5364089608192444, 0.7293095588684082, -0.2067965716123581]","[0.45200666785240173, 0.7018596529960632, -0.24833296239376068]","[0.3659377694129944, 0.6751402616500854, -0.28277701139450073]","[0.5083298087120056, 0.569554328918457, -0.12633687257766724]","[0.4592181444168091, 0.47190624475479126, -0.19259266555309296]","[0.4261552095413208, 0.40295344591140747, -0.23009079694747925]","[0.3988690674304962, 0.3392772078514099, -0.2529652416706085]","[0.45300108194351196, 0.6003646850585938, -0.08237297087907791]","[0.3791380822658539, 0.5808262825012207, -0.1642320305109024]","[0.4143550395965576, 0.6697479486465454, -0.1777007132768631]","[0.4548865854740143, 0.6920099258422852, -0.16693457961082458]","[0.40606889128685, 0.6385679244995117, -0.054367270320653915]","[0.3385591506958008, 0.6240227222442627, -0.1347672939300537]","[0.38068827986717224, 0.6964540481567383, -0.12698091566562653]","[0.42206457257270813, 0.7031270265579224, -0.10264183580875397]","[0.37502893805503845, 0.678939163684845, -0.03897717967629433]","[0.321954607963562, 0.682668149471283, -0.09960108995437622]","[0.3571104407310486, 0.726926326751709, -0.10052116960287094]","[0.3972042202949524, 0.7373027801513672, -0.08692944049835205]"
L,"[0.5166803002357483, 0.8637299537658691, 4.162171762800426e-07]","[0.570323646068573, 0.8241757154464722, -0.04874258488416672]","[0.5961201786994934, 0.7701448798179626, -0.08545562624931335]","[0.5252706408500671, 0.7453654408454895, -0.11739982664585114]","[0.4553486704826355, 0.7338728904724121, -0.1465204805135727]","[0.5519777536392212, 0.6146020889282227, -0.07556948065757751]","[0.5504005551338196, 0.5240823030471802, -0.11765657365322113]","[0.5449808239936829, 0.45984554290771484, -0.14617124199867249]","[0.5359962582588196, 0.3966316282749176, -0.1719568967819214]","[0.4804626703262329, 0.6198779344558716, -0.07999494671821594]","[0.4789637625217438, 0.6438917517662048, -0.12865346670150757]","[0.5073335766792297, 0.7248985767364502, -0.13973209261894226]","[0.5249525308609009, 0.7382744550704956, -0.14432001113891602]","[0.42437049746513367, 0.6541104912757874, -0.08876785635948181]","[0.41958916187286377, 0.6942912936210632, -0.1327660232782364]","[0.46056899428367615, 0.7555736899375916, -0.12209443747997284]","[0.48746469616889954, 0.750998854637146, -0.11244413256645203]","[0.3829804062843323, 0.7024304866790771, -0.10300037264823914]","[0.38621702790260315, 0.7401506304740906, -0.13313329219818115]","[0.4253429174423218, 0.7816270589828491, -0.12386911362409592]","[0.4503810703754425, 0.7778379321098328, -0.11451457440853119]"
R,"[0.5982173085212708, 0.8386873006820679, -1.7707651522869128e-07]","[0.4718864858150482, 0.80658358335495, -0.009779762476682663]","[0.3912361264228821, 0.7720850110054016, -0.06019093841314316]","[0.3252103924751282, 0.7602038383483887, -0.1121489629149437]","[0.302359014749527, 0.7545722723007202, -0.16854752600193024]","[0.415418803691864, 0.5961412191390991, -0.08958840370178223]","[0.32520708441734314, 0.5044876337051392, -0.16034312546253204]","[0.26568603515625, 0.4401937425136566, -0.21804656088352203]","[0.2320181280374527, 0.3775954842567444, -0.2624940872192383]","[0.4790987968444824, 0.6015278697013855, -0.1085595190525055]","[0.3241339325904846, 0.6189969778060913, -0.1459377110004425]","[0.32833629846572876, 0.7118551135063171, -0.1338440477848053]","[0.377529501914978, 0.7323445677757263, -0.1298789381980896]","[0.5200067162513733, 0.6496995091438293, -0.12974846363067627]","[0.3564373254776001, 0.6521934270858765, -0.15627020597457886]","[0.3560648262500763, 0.7328842878341675, -0.11459963023662567]","[0.4159567356109619, 0.7507627010345459, -0.0929279550909996]","[0.5388579368591309, 0.7097442746162415, -0.15267185866832733]","[0.3900916576385498, 0.730965793132782, -0.17807599902153015]","[0.3830333948135376, 0.788552463054657, -0.15434573590755463]","[0.432524174451828, 0.8031545281410217, -0.1375468522310257]"
R,"[0.5080128312110901, 0.832447350025177, -6.264237129016692e-08]","[0.4451722800731659, 0.7924790382385254, -0.07076828181743622]","[0.4061788320541382, 0.7357192635536194, -0.12130825966596603]","[0.4459846317768097, 0.7039676308631897, -0.16605529189109802]","[0.5056753158569336, 0.6824805736541748, -0.20472638309001923]","[0.4433831572532654, 0.5941447019577026, -0.07984913140535355]","[0.4393048882484436, 0.4908687472343445, -0.14611458778381348]","[0.4396926760673523, 0.42357388138771057, -0.185313880443573]","[0.4414443373680115, 0.3662382960319519, -0.2117590755224228]","[0.5037697553634644, 0.6112028360366821, -0.0739714503288269]","[0.49872127175331116, 0.5829849243164062, -0.1468409150838852]","[0.48030364513397217, 0.6679434180259705, -0.1496262550354004]","[0.47902780771255493, 0.6946137547492981, -0.13815276324748993]","[0.5545181632041931, 0.6428916454315186, -0.07926902920007706]","[0.5558455586433411, 0.6206858158111572, -0.14563924074172974]","[0.5238103866577148, 0.6924424171447754, -0.1187594011425972]","[0.512312650680542, 0.7110949754714966, -0.08775644749403]","[0.5956743359565735, 0.6833115816116333, -0.09268169850111008]","[0.5933804512023926, 0.6776424050331116, -0.14508400857448578]","[0.5575348138809204, 0.7226126194000244, -0.13581976294517517]","[0.5388791561126709, 0.7328234314918518, -0.11850832402706146]"
L,"[0.5587782859802246, 0.8237628936767578, 3.125511511825607e-07]","[0.5809153914451599, 0.8001087307929993, -0.09982505440711975]","[0.5472175478935242, 0.7494616508483887, -0.15135255455970764]","[0.4615427255630493, 0.7301962971687317, -0.18759773671627045]","[0.38338911533355713, 0.7085433006286621, -0.21841320395469666]","[0.5204738974571228, 0.5983937382698059, -0.10108639299869537]","[0.4737805426120758, 0.5040305852890015, -0.15947723388671875]","[0.44361448287963867, 0.4421915113925934, -0.1926383078098297]","[0.4169718623161316, 0.3839091658592224, -0.21399939060211182]","[0.4646545946598053, 0.616966962814331, -0.07610084116458893]","[0.39614278078079224, 0.6125176548957825, -0.14701175689697266]","[0.43143969774246216, 0.6923450231552124, -0.15758401155471802]","[0.46937739849090576, 0.7105244398117065, -0.14951372146606445]","[0.41834723949432373, 0.6493901014328003, -0.06217741221189499]","[0.35279619693756104, 0.6484397649765015, -0.13026843965053558]","[0.39636340737342834, 0.7139708995819092, -0.1158880963921547]","[0.4363512694835663, 0.7183148264884949, -0.09123987704515457]","[0.3864286541938782, 0.6894375681877136, -0.05739886313676834]","[0.33443599939346313, 0.6982710361480713, -0.10869849473237991]","[0.36889058351516724, 0.7399123907089233, -0.10171730816364288]","[0.4060823917388916, 0.7473841905593872, -0.08406627178192139]"
L,"[0.4821541905403137, 0.867082953453064, 3.9234510040841997e-07]","[0.5599826574325562, 0.8344767093658447, -0.0492246076464653]","[0.6074093580245972, 0.7790342569351196, -0.09261603653430939]","[0.5928272604942322, 0.7433595657348633, -0.13475972414016724]","[0.5291493535041809, 0.7450627684593201, -0.1751869022846222]","[0.5701087713241577, 0.6127974390983582, -0.08401663601398468]","[0.5972442626953125, 0.520989179611206, -0.13471218943595886]","[0.6175178289413452, 0.44988247752189636, -0.170899897813797]","[0.6259691119194031, 0.39248523116111755, -0.19979850947856903]","[0.49888214468955994, 0.6137875914573669, -0.09648405760526657]","[0.5361032485961914, 0.6249271631240845, -0.1625608503818512]","[0.5587199926376343, 0.7056957483291626, -0.18249034881591797]","[0.5553180575370789, 0.73902428150177, -0.18838778138160706]","[0.44100451469421387, 0.6472077369689941, -0.11248847097158432]","[0.4843522310256958, 0.6678960919380188, -0.1716804951429367]","[0.5186851620674133, 0.7379099130630493, -0.1668979823589325]","[0.5202641487121582, 0.759434700012207, -0.15581607818603516]","[0.39491674304008484, 0.7002074122428894, -0.13409920036792755]","[0.4475783109664917, 0.7280855178833008, -0.17356912791728973]","[0.48488277196884155, 0.7736673355102539, -0.16749462485313416]","[0.4910280108451843, 0.7886375784873962, -0.15794475376605988]"
L,"[0.5509174466133118, 0.8360522389411926, 2.0363491159969271e-07]","[0.6002705097198486, 0.7961664199829102, -0.04812095686793327]","[0.6245063543319702, 0.7344776391983032, -0.07975338399410248]","[0.5621676445007324, 0.7040835618972778, -0.10825464874505997]","[0.5002322196960449, 0.6868587732315063, -0.13476821780204773]","[0.5898715257644653, 0.594076931476593, -0.05943481624126434]","[0.5896057486534119, 0.4964129328727722, -0.10074542462825775]","[0.5882791876792908, 0.43394067883491516, -0.12871108949184418]","[0.5797377228736877, 0.3783416748046875, -0.15137611329555511]","[0.5287688374519348, 0.611170768737793, -0.06354206055402756]","[0.5210870504379272, 0.5820192694664001, -0.11911650002002716]","[0.5438610315322876, 0.6664025187492371, -0.13377201557159424]","[0.5588697791099548, 0.7013782262802124, -0.1350163370370865]","[0.47857916355133057, 0.6453213691711426, -0.07281947135925293]","[0.46644625067710876, 0.6258737444877625, -0.12650029361248016]","[0.5010423064231873, 0.7001660466194153, -0.11814047396183014]","[0.5216478109359741, 0.7231510877609253, -0.1027461513876915]","[0.43733900785446167, 0.6926436424255371, -0.08660483360290527]","[0.42926162481307983, 0.6759661436080933, -0.122885562479496]","[0.4636599123477936, 0.7194572687149048, -0.1136690303683281]","[0.48635801672935486, 0.734330952167511, -0.10071846842765808]"
R,"[0.4553429186344147, 0.8779834508895874, -5.411158099377644e-07]","[0.38572239875793457, 0.831640899181366, -0.05313476175069809]","[0.3417220115661621, 0.7614260315895081, -0.09362686425447464]","[0.38610565662384033, 0.7230235934257507, -0.13103307783603668]","[0.4495387673377991, 0.7054122090339661, -0.1619584560394287]","[0.38001811504364014, 0.5959382653236389, -0.07099474966526031]","[0.3729526996612549, 0.4701799750328064, -0.13164041936397552]","[0.36563193798065186, 0.40232032537460327, -0.16865858435630798]","[0.36325380206108093, 0.3371773362159729, -0.19590497016906738]","[0.44877973198890686, 0.6141864061355591, -0.07256346940994263]","[0.43591469526290894, 0.5895457863807678, -0.13810685276985168]","[0.41443300247192383, 0.685259222984314, -0.1433667540550232]","[0.4167546033859253, 0.7102430462837219, -0.13924361765384674]","[0.5052028894424438, 0.6498075723648071, -0.08186360448598862]","[0.5026570558547974, 0.6274229884147644, -0.14201855659484863]","[0.46502262353897095, 0.7127708196640015, -0.11062176525592804]","[0.4572126567363739, 0.7333153486251831, -0.08099709451198578]","[0.5508549809455872, 0.6955813765525818, -0.09765809029340744]","[0.5406575798988342, 0.6845731139183044, -0.14202603697776794]","[0.5041149258613586, 0.7410356402397156, -0.12475771456956863]","[0.4949505627155304, 0.7548887133598328, -0.10460834950208664]"
R,"[0.491804838180542, 0.9068701267242432, -4.964271056451253e-07]","[0.41549453139305115, 0.8645676970481873, -0.07206686586141586]","[0.3736487329006195, 0.794565737247467, -0.12007217854261398]","[0.42773059010505676, 0.756107747554779, -0.15919893980026245]","[0.4970884323120117, 0.7315436601638794, -0.18977457284927368]","[0.4116286039352417, 0.6111717224121094, -0.09695751965045929]","[0.4101661443710327, 0.48526328802108765, -0.16208989918231964]","[0.4084848463535309, 0.41231095790863037, -0.20421120524406433]","[0.4087306559085846, 0.3386176824569702, -0.23777827620506287]","[0.49184179306030273, 0.6214329600334167, -0.09298576414585114]","[0.48393112421035767, 0.6166231036186218, -0.1674855351448059]","[0.46236249804496765, 0.7127010822296143, -0.17827922105789185]","[0.45875218510627747, 0.7380185723304749, -0.1777433305978775]","[0.5534312725067139, 0.6581846475601196, -0.09714629501104355]","[0.5572590827941895, 0.6677806973457336, -0.16083265841007233]","[0.5143773555755615, 0.7454673051834106, -0.1321992427110672]","[0.49902838468551636, 0.7547171115875244, -0.10607613623142242]","[0.6018586754798889, 0.7101589441299438, -0.11046598106622696]","[0.5926004648208618, 0.7417073249816895, -0.16357333958148956]","[0.5497625470161438, 0.7948333024978638, -0.1546735018491745]","[0.5321013331413269, 0.7948329448699951, -0.14023075997829437]"
